#Table1
ra,dec,u,g,r,i,z
132.608308209675,12.1682725901618,22.37642,21.76766,21.15398,20.57125,20.14338
132.594403866796,12.217121706727,24.59165,21.68731,21.24874,20.77908,21.29623
132.59935785385,12.19976460166,24.30613,22.48673,21.80728,21.46094,22.08138
132.602685079048,12.1924616781766,24.9851,21.48321,20.04637,19.27146,18.82889
132.60336964998,12.1904626750369,23.73502,23.13709,21.7056,20.20059,19.42402
132.600800007889,12.1978565111275,23.34123,22.64578,22.38718,22.20276,21.69375
132.589181769483,12.2402624039364,22.31812,22.23144,21.44533,21.22185,21.29292
132.628648167823,12.1062105452704,22.9574,21.63544,20.30899,19.84324,19.68559
132.616318583964,12.1496901742757,23.92233,21.20233,20.71951,20.50447,20.33962
132.598062565717,12.2127252210704,22.21069,21.27168,20.85724,20.60439,20.86621
132.600244520626,12.2145177099349,23.55667,23.50922,23.2023,22.14328,22.45661
132.618019689826,12.1433021004634,23.31263,21.90246,21.26554,21.0491,20.89216
132.628333184541,12.1100007706169,22.7013,22.33754,21.47608,20.95647,20.30705
132.613671077994,12.1666589729892,24.07627,22.84816,21.58522,20.88294,20.56354
132.633051950283,12.1029617704893,24.24519,22.98787,21.61295,19.96164,19.21366
132.633401878108,12.1017080863337,24.28069,22.42213,21.47553,20.99293,22.15518
132.578257033737,12.2970317312907,22.83433,20.76697,19.57588,19.10051,18.81584
132.586174608564,12.2769059755848,23.58558,21.7064,20.85182,20.56518,20.58261
132.59281664876,12.2560087231229,25.35687,22.72341,22.25615,22.2102,22.02888
132.637120389842,12.103465001411,22.34904,22.78428,22.13721,22.43731,21.29668
132.638844702152,12.1005866470035,25.43828,21.83537,20.48503,19.09838,18.28661
132.596550355849,12.2472829551531,24.04694,23.15773,22.29356,21.98423,21.41895
132.607827970759,12.2099195456904,24.27288,22.87059,21.79763,21.48722,21.31355
132.614603441362,12.1934283523122,22.49471,22.53411,22.64819,22.03017,23.0064
132.617529841873,12.1847317780301,24.02617,21.36103,20.07215,19.57939,19.16934
132.61099161873,12.2071039425619,22.42265,22.04129,21.55343,21.08166,20.60419
132.609552609237,12.2113561617103,24.92446,22.99259,24.72535,23.85027,22.34368
132.611070159693,12.221382890425,22.6135,21.63728,20.48208,20.04459,19.68301
132.622214009806,12.1848725851876,22.4601,22.25179,21.44771,21.62643,21.61926
132.603377571961,12.2482187788603,25.19509,21.33218,20.09833,19.41584,18.86222
132.634507035919,12.1454421379048,22.8669,21.21805,20.17315,19.76706,19.56148
132.639628954019,12.130938034623,23.09938,22.1163,21.08177,20.69651,20.72048
132.641431724379,12.130790068824,24.76279,25.07291,22.32263,21.52557,22.75046
132.647771836391,12.1045102566205,23.7151,21.70139,20.23181,19.18656,18.64069
132.642185726007,12.1289723496766,23.05943,22.1393,20.99525,20.19543,20.42111
132.595759911232,12.2908032993567,24.53826,22.6802,21.3114,20.99943,20.61431
132.641859693456,12.1329905575165,23.78601,24.51655,22.15927,21.18343,20.87703
132.642106532448,12.1342859615978,25.21953,22.58098,21.71166,21.40752,21.02515
132.65110488444,12.1038982941444,26.39441,22.85258,21.87555,21.40778,21.40203
132.650085899184,12.1045108389996,23.89596,24.89433,23.18883,21.89624,20.65189
132.601979600561,12.2806108510353,23.24192,21.72991,20.89349,20.745,20.65739
132.632919276819,12.176199174932,24.5192,21.74531,20.48759,20.03118,19.7792
132.611268192735,12.2511216257617,22.90236,22.82748,22.00347,21.12961,21.21522
132.624373588722,12.208183843559,22.08911,22.4402,21.77943,21.7753,22.79755
132.65220404781,12.1181193784465,22.4997,22.87415,22.15314,22.81484,21.42515
132.60196557096,12.2939650371949,23.81153,21.82141,20.36381,19.80235,19.48921
132.616624825323,12.2435289842168,24.51193,22.51525,21.93471,21.93821,21.88446
132.610140971802,12.2670597067101,24.39841,22.28595,21.42062,21.06677,20.69407
132.641364605281,12.1646162025963,22.35286,21.91952,21.03079,20.02646,19.54662
132.631113321016,12.2031105870166,23.52299,21.82607,20.28353,19.38171,18.94245
132.625901920502,12.2245050066733,25.38326,22.94212,22.91713,22.00522,21.95374
132.614032743779,12.2685102594933,25.01766,22.82505,21.55207,20.56543,20.15516
132.621521610032,12.2438708872858,22.97873,22.18681,20.96969,20.64694,20.16563
132.608039647486,12.290291092332,22.84978,22.84058,22.56393,22.44898,22.32151
132.633528453599,12.2117589504829,23.02456,21.66143,21.32702,21.15794,21.19659
132.610135738353,12.2998092844496,23.7004,23.11402,22.33017,22.11946,21.91098
132.612744423051,12.2884454978811,24.86908,22.91413,21.44515,20.95053,20.48451
132.613901346965,12.2878387333676,24.46297,24.57923,22.99194,22.02685,22.16723
132.620431558201,12.2678259972259,23.13955,22.97792,22.44423,22.20427,21.93594
132.642482270921,12.1945283751156,23.20159,21.68148,21.35628,21.36315,21.33157
132.659236349857,12.1419240248833,23.56996,22.06092,21.35929,20.99596,20.79313
132.61777416096,12.2828880684226,24.74645,22.92901,21.52873,20.49372,19.71779
132.61615853008,12.2831134971411,24.53977,24.16783,22.97388,21.56635,21.07551
132.61905532643,12.2822470909145,24.18999,22.96187,23.48048,22.39121,22.62084
132.615478462619,12.2939970415397,24.30622,23.02523,22.34609,22.83149,21.90792
132.622384720153,12.2707791757684,23.30872,22.5486,22.48272,22.09461,21.34133
132.655977433973,12.1554194191802,26.45774,22.77043,21.52689,20.35156,19.45444
132.634316425798,12.2364902687737,23.38518,22.27786,21.44197,20.95684,21.14362
132.635545950964,12.2370681552252,25.1841,23.96122,23.2729,22.26387,21.41492
132.660773337118,12.1441074624937,25.20329,20.99473,19.98468,19.31731,18.93083
132.661566902015,12.1458866356256,27.43395,19.93444,18.94986,19.77671,21.20912
132.629928498562,12.2660970551575,23.02397,22.89566,22.79557,23.47217,22.93129
132.654511340224,12.1824138469868,23.78048,22.676,22.12468,21.79469,21.13584
132.629851526804,12.2677920629127,24.03979,23.04773,22.28986,22.28996,22.27678
132.636134347227,12.2479943273976,23.06257,22.17284,21.26046,21.02493,20.42496
132.632764451372,12.2651240150684,24.96724,22.58677,21.33095,20.02697,19.256
132.666617316152,12.1507371398991,24.45582,21.78627,20.32139,19.047,18.33539
132.641965393804,12.238598633528,24.76306,23.26069,24.05715,24.51323,22.11383
132.629976558063,12.2811965060465,22.6953,21.9366,21.66308,21.51781,21.35259
132.667376911489,12.1667133369144,23.1808,22.17525,21.23766,20.95824,20.59027
132.663172475169,12.1816348256455,24.89901,22.6579,21.18091,19.99295,19.37816
132.674824855963,12.1539821119573,21.6908,20.76305,20.10582,19.33632,19.07847
132.63912774234,12.2786384619453,25.07379,23.21282,23.41211,23.16979,22.1143
132.649127406085,12.2449477753609,22.50415,22.32832,21.39725,21.29183,21.02867
132.643224993914,12.267228624367,22.22071,21.2994,20.97264,20.90829,20.96655
132.651094860325,12.2420701582645,23.86446,22.49448,21.96109,21.67478,21.65082
132.640776262471,12.2793891407272,23.07415,23.00188,22.66677,22.63337,22.24542
132.663754429937,12.2024798552618,24.79803,23.12913,21.61845,20.09903,19.13961
132.663936469438,12.2029458705738,23.67602,22.43601,21.91316,21.79012,21.64912
132.681135939974,12.1431247864898,22.94738,21.54954,21.04204,20.89069,21.60945
132.673922467195,12.1674077671821,24.87256,22.93547,22.68324,22.70826,21.28736
132.637280432479,12.2960570393869,26.67923,22.49682,21.0807,20.17054,19.80836
132.678762911401,12.1540250440921,23.51613,21.1808,19.9663,19.391,18.9879
132.67309836806,12.1724046735953,23.62261,22.98009,21.51338,20.48203,19.93616
132.646685996308,12.2654555249691,22.87666,22.53813,22.45819,21.82697,21.81056
132.639025827004,12.2936474391118,23.17748,22.23259,21.0454,20.65912,20.29157
132.648111263497,12.2635982300967,23.20426,22.38506,20.83606,20.26738,19.9495
132.677466723536,12.164883314456,22.42539,22.04178,21.19893,20.49019,20.56668
132.673854211037,12.1789986478514,23.72412,22.85951,21.9234,21.48296,21.79267
132.67828872203,12.1677027360214,23.06531,22.68154,21.92271,21.78058,21.22996
132.64999265369,12.2683035633977,23.10895,22.40621,21.51109,20.97795,21.12305
132.642932755603,12.2956818863522,21.96195,21.11946,20.5224,20.31473,19.86714
132.661327841157,12.2320412985474,23.095,22.49425,21.54441,20.80475,20.45836
132.662689448103,12.2323121702947,25.91102,24.46026,24.48763,21.95296,21.0807
132.653599429883,12.2609185372883,21.99804,21.68005,20.9091,20.45216,20.31198
132.64809684615,12.2829952881843,21.74882,20.33642,19.42904,19.00534,18.70649
132.658078822294,12.2469184061809,23.29031,22.8025,22.76878,23.28835,21.93439
132.677924567018,12.1827553348947,23.44806,22.44422,21.0581,20.45622,20.09625
132.663374080645,12.2382986561748,23.30281,23.20108,21.97101,21.98024,21.76296
132.691111598701,12.1489230293399,22.46709,21.52097,21.53106,21.31238,21.21371
132.694186216672,12.1510867878624,22.62715,22.2116,21.03801,20.71712,20.72856
132.683910533773,12.1742740279209,23.11914,21.82213,21.34876,21.11353,20.80791
132.665709527358,12.2378209483191,22.34949,21.91973,20.83352,20.42599,20.42017
132.677319016345,12.2034967968912,22.82517,21.92414,21.71418,21.57424,21.26279
132.690842982493,12.1616048857336,22.24378,21.87801,20.79566,20.20147,19.54689
132.669785634513,12.2369933258886,23.66779,22.68034,23.30463,21.20251,21.09253
132.70095044296,12.1348930408947,22.96902,22.63708,21.92468,21.29331,20.41227
132.666878714183,12.2566710506765,22.71321,22.16029,21.94051,21.54639,20.93066
132.66547150927,12.2611438313247,23.10516,22.3479,22.04588,21.82986,21.75288
132.69905259391,12.145251760928,23.73081,22.83946,21.35252,19.85909,19.00812
132.69369455921,12.1640672778406,22.43838,22.57969,22.2083,21.65693,21.42936
132.654692383717,12.2990852099133,23.06856,22.80541,22.61986,22.31198,21.91291
132.673253326328,12.2348988164694,23.69358,23.05949,22.50995,22.45931,22.91988
132.674276663977,12.2317654449027,24.72955,23.10183,21.6759,20.83049,20.13437
132.704535028303,12.1297499451118,24.59916,22.59202,22.43542,21.72706,21.27372
132.663657083462,12.2742002861561,24.71454,22.05335,20.91879,20.81779,20.92829
132.670130604072,12.2562745982374,22.70447,21.88697,20.80198,20.45939,20.29683
132.671555038263,12.2521270916352,24.08346,21.89635,20.38251,19.41862,18.93061
132.670994568144,12.2534002603271,23.7324,23.52219,23.3821,22.11143,22.21607
132.684150200337,12.2145291519621,24.49455,22.63126,21.09226,20.08023,19.62876
132.671146715375,12.2657266916288,22.89758,21.33838,20.25254,19.85301,19.42957
132.67342893941,12.2581355681466,24.67886,24.21069,21.88747,20.45833,19.58252
132.673537227601,12.2571057429561,24.1111,22.76078,21.97794,22.36432,21.92722
132.662927202544,12.2971873064047,24.17855,25.3007,24.14183,21.6278,20.58935
132.662309637776,12.2986137451237,23.58808,22.22814,21.67799,21.84362,22.6561
132.670532782635,12.2753971306017,23.70234,22.88097,22.19822,21.9871,22.41416
132.682116115807,12.2423198805528,25.38349,21.72925,20.27758,19.45272,18.90447
132.710275439353,12.1460814818447,21.75202,21.67272,20.86689,20.63864,20.83661
132.682225194304,12.255970698733,22.71317,22.37904,21.49279,21.32682,21.95337
132.707741775414,12.1708123230561,24.58869,23.14399,21.96066,20.56129,20.09472
132.70671491492,12.1802464384769,23.32561,21.39127,20.55992,20.28988,19.97103
132.71483245379,12.1567105079091,23.45713,22.6926,21.72639,21.32619,20.89943
132.694471703227,12.2343174142692,23.42158,22.51287,21.00941,20.18841,19.71515
132.692935081579,12.2357174003952,22.85701,23.68967,23.35866,22.26914,21.14654
132.684565926789,12.2715589517091,23.33037,22.92662,22.21466,22.36582,21.40697
132.713288498032,12.1787687802079,24.56038,22.5864,22.95369,22.05752,23.55254
132.697377037917,12.2443659327135,23.99072,22.95219,22.82664,22.19338,21.92375
132.716582785041,12.1805044979347,22.24219,21.68345,21.11663,21.01797,21.08168
132.713747375852,12.1899011550116,24.09125,22.60388,21.00809,19.63765,18.87576
132.687470556322,12.2864337795568,25.27082,22.88346,21.60726,20.06351,19.24954
132.702709139213,12.2416426741098,23.73135,22.84651,22.46363,21.94718,21.24512
132.696636174667,12.2659070356972,23.02149,21.37815,20.59867,20.44415,20.53174
132.71722043063,12.1947523681226,25.10402,22.71054,21.20582,19.77213,18.96745
132.718765701794,12.1996288352767,23.55919,22.97598,22.19522,21.76524,21.71587
132.709210488429,12.2335192259361,24.43693,22.40858,21.03891,20.23826,19.74548
132.726212635891,12.1773824962232,22.60214,22.66566,22.51328,22.22403,22.85221
132.691607980214,12.2985664567099,22.18704,21.83085,21.14379,20.95099,20.55396
132.694400289242,12.2935448513884,25.23094,22.41665,22.94149,21.81726,22.59537
132.584964125729,12.1304424269581,24.0876,24.11924,22.82019,22.24403,22.64551
132.570103676037,12.1840572997018,23.53392,24.02104,21.73936,20.6239,20.25872
132.59627590122,12.0933731457717,23.0869,23.70822,22.82746,22.51174,22.45346
132.560926261434,12.2232764888219,23.4503,24.01255,21.40019,21.20681,20.55262
132.563042670692,12.2189468249241,24.38099,23.99562,22.01713,20.93379,20.57623
132.603269555311,12.091076654674,24.953,23.55207,22.35765,21.52875,21.06919
132.602569589178,12.0937274482837,25.51222,24.14916,22.6333,20.97558,20.08783
132.565642678976,12.2220921002086,23.40209,23.10034,21.61382,20.49458,19.8122
132.549146829238,12.2849144685842,24.13307,23.65574,22.35684,22.3932,21.64059
132.602290110203,12.1010613670619,24.31755,23.52716,22.40682,21.46853,21.04136
132.594668299421,12.12841511875,25.95137,24.01041,22.27269,21.39223,20.68701
132.599045504266,12.1199825064154,23.51999,23.63774,22.18827,21.54212,21.46916
132.571547953441,12.2176860215824,26.0341,22.57089,21.17313,20.03782,19.26705
132.57795249047,12.1973440595248,23.02422,22.43966,21.15272,20.75012,20.70627
132.576489689526,12.2046496148505,24.19266,24.28618,22.24159,20.94858,20.26731
132.574624338841,12.2123690041864,24.28521,23.4258,22.52731,22.23219,22.32179
132.601136461163,12.1228756029644,23.80903,23.77241,22.70341,22.11566,22.52959
132.598263164294,12.1423267780583,25.38286,23.70409,22.54565,23.52926,22.58288
132.594260694704,12.160545898848,23.35274,23.26476,22.11611,21.62667,21.38839
132.579212383824,12.215308613488,23.45577,24.13779,21.81171,22.70163,24.48844
132.564597410069,12.267079937551,26.03073,23.66452,22.73594,22.5312,22.8729
132.572282523703,12.2441496096375,24.65858,23.12883,22.22753,21.62261,21.32394
132.614232650738,12.1108186730462,22.76172,23.61349,22.34592,22.12858,21.8283
132.605885999297,12.1437868944446,23.75569,23.2496,22.14574,21.93725,22.71582
132.615966659134,12.1090588105715,24.85002,23.34768,21.95799,20.59341,20.55508
132.574476328822,12.2547991823386,24.69774,23.68264,21.86564,21.81939,23.26772
132.568094959906,12.2768232648075,24.80985,23.35148,21.76578,20.06972,19.13649
132.615576470246,12.1194590985878,24.12055,23.34144,22.04532,20.75698,20.39136
132.615037009619,12.1225103026529,25.32135,23.94123,22.64325,22.04607,21.47147
132.582912431112,12.2351466886976,24.53466,23.70633,22.40611,21.3788,20.39905
132.604441583577,12.1652963534785,24.08804,22.91667,21.72802,20.81356,20.72447
132.577853518525,12.2568674220855,24.43396,24.40763,22.71397,22.62402,22.72986
132.572687005742,12.2796083340108,25.1973,24.61233,23.73264,22.16107,21.47347
132.57174418759,12.2810604003152,23.54391,24.34062,22.32313,22.30529,21.87857
132.586807822009,12.230299876691,25.04043,23.53595,21.96745,21.28843,20.74938
132.587190712559,12.2379170225397,24.3208,24.4089,22.20589,21.07789,20.46768
132.599938286486,12.205501389736,23.38819,23.43011,21.89683,20.61255,20.08084
132.618697356623,12.1475842762053,24.99231,24.52744,22.18463,20.99944,19.99086
132.598402647858,12.2198995210934,23.84059,23.54316,21.76659,20.24636,19.4257
132.587931428588,12.260472788881,24.37581,23.43423,21.92458,21.3185,21.05845
132.585138428436,12.2713299662903,25.0402,23.16185,21.78835,20.56222,20.03728
132.60783704648,12.1934355210466,24.74095,22.24277,20.78334,19.39607,19.01392
132.60241372283,12.2127432768107,23.22322,23.54243,22.00377,21.26926,20.44921
132.606462704651,12.2043866090737,24.05793,23.4158,22.15993,20.43409,19.40116
132.605101383238,12.204961542829,23.88032,23.66556,22.24663,21.37297,20.57382
132.587224607217,12.2713929189597,25.84148,23.52107,22.23967,21.4442,20.9399
132.620144351374,12.1605519292654,23.1584,23.51518,21.9511,21.04802,21.00128
132.600447368211,12.2321884733203,24.07364,24.52708,22.45626,21.31539,20.44244
132.59476264851,12.2548751817894,24.39536,23.29172,22.46068,22.20538,22.71532
132.582840125982,12.298054915675,24.81357,23.63757,22.65841,22.44954,22.07322
132.62213782923,12.1641065738228,24.13779,23.74191,22.19294,21.54065,21.00433
132.640886811124,12.1112361351102,24.15192,22.48201,20.52079,20.38668,21.19172
132.589918358823,12.2881959909667,25.48222,23.27847,22.04,21.13683,21.39512
132.588642368516,12.2947982779747,23.76194,23.48492,22.40416,20.60045,19.59598
132.612467755053,12.219960726372,23.82886,23.12222,22.22337,21.47875,21.19926
132.605293215292,12.261101778619,25.5804,25.14683,22.90615,24.57292,22.31023
132.644670020023,12.1326784132401,26.21631,23.71826,21.66579,20.51057,20.20293
132.610148485896,12.2586388634816,25.30436,24.18895,22.54323,21.30752,21.26021
132.655473154227,12.1045122779663,22.28811,21.77454,20.03073,19.03771,19.54543
132.650096253548,12.1247776913753,25.11968,23.56488,22.53301,21.73667,21.34336
132.618758792578,12.2336810605946,24.50566,24.16841,21.99433,21.12827,20.47046
132.644227387724,12.1464223323103,21.42562,21.18829,20.07053,20.80059,21.22623
132.608768740719,12.2810772819025,25.23593,22.97911,21.70141,21.41039,21.31845
132.625866037304,12.2287076373797,25.9002,24.5953,22.21672,20.94774,19.86679
132.627066451167,12.2291965660442,25.17214,24.56372,23.3394,22.06017,21.38578
132.624898110591,12.2378297476412,24.11411,22.74634,21.58404,20.54941,19.9765
132.65461531393,12.1356358680213,25.74092,25.47869,22.64307,21.4335,19.97898
132.666183775104,12.1038960957793,21.84441,22.37128,20.97507,20.22758,20.21819
132.649978629593,12.1676331069976,25.24529,23.37068,21.67061,20.64282,19.83791
132.637366978588,12.2158399054326,23.49431,23.32143,22.18832,20.90204,20.36917
132.615262308172,12.2977904203249,23.06203,24.84087,22.39901,21.56041,21.14923
132.659511957427,12.1487744194885,25.34503,24.73703,22.83763,21.04895,20.29704
132.655275688998,12.1663156599002,25.65193,24.51531,22.49478,21.03188,20.42702
132.651823586757,12.180291273078,22.84352,23.4896,21.76244,21.09955,20.97138
132.667326299809,12.1275988271315,23.71227,25.31097,21.91579,23.07209,20.58118
132.663017911444,12.1540444177547,24.84643,23.54298,22.34734,21.48644,21.13471
132.653277794429,12.1895647010903,24.65326,23.19185,21.67692,20.75654,20.33296
132.64685937438,12.214988523524,24.04061,23.75415,22.41183,22.01245,21.98366
132.652270199457,12.2020069363713,24.30444,23.57296,22.5897,22.37214,21.32127
132.671837805776,12.1396286318284,27.52256,22.53979,20.8509,20.48249,19.3829
132.658658557715,12.1856279296272,25.44725,24.71312,22.74594,21.72065,21.396
132.630438819013,12.2849423203102,25.3252,23.33979,21.72883,20.73919,20.24887
132.667417706531,12.1616021705242,25.27609,23.39439,22.3294,20.794,19.78653
132.665483696191,12.1691042680446,24.24013,23.89038,22.08423,21.76127,22.8539
132.654527548486,12.2091956698259,23.34542,23.01032,22.24732,21.73789,21.69872
132.637434654923,12.2688300388903,25.50008,23.40166,22.011,20.54156,19.69132
132.666023231639,12.1755746282274,25.79054,22.83933,21.42071,20.92621,20.65567
132.641264260824,12.2651524148676,24.93442,23.67675,21.71673,20.47522,19.87143
132.665481835873,12.1824518935995,25.54965,23.67262,22.23429,21.4901,21.08665
132.660532266127,12.2041851789704,24.57417,24.13923,22.07535,20.93742,20.25239
132.656158893913,12.2287223188717,25.37338,23.23805,22.50568,21.77744,21.22314
132.651346063011,12.2457638471312,25.53903,23.78794,22.35184,20.94893,20.47769
132.660973223163,12.212604058469,23.98719,23.63975,22.52779,22.09402,22.09685
132.678827072106,12.1466224209563,27.50651,19.7887,18.94719,28.27395,19.05795
132.657930395878,12.2243829382062,23.6226,23.2663,22.49449,22.02724,21.51512
132.66095612055,12.2201028351537,25.51608,23.55368,22.33909,21.94486,21.74819
132.668142059971,12.1968218685211,25.48575,25.07378,22.17784,21.65119,21.09586
132.657333328766,12.2374919444008,24.76764,24.35029,22.23333,21.09014,20.38593
132.644915156266,12.2898846516147,23.20576,23.24476,22.10825,20.99366,20.87798
132.64632538452,12.2907586674929,25.46739,24.85744,24.24249,21.88767,21.18839
132.646281592089,12.2929686214362,22.78831,23.71312,24.11949,22.17051,22.91452
132.663435290876,12.2282170514742,24.92818,23.86815,22.04878,21.2354,20.59432
132.69152333252,12.1354170394891,25.3882,23.89947,21.95546,20.84948,20.05017
132.665717931187,12.2319413356253,23.81097,23.72333,22.39973,21.73733,20.83994
132.649323240761,12.2966593926144,23.64514,23.80403,22.57306,22.06386,21.82711
132.688369205772,12.1823154868002,25.20342,24.09024,21.98047,21.68437,22.10269
132.69096658201,12.192054082636,23.62121,23.13198,21.44268,20.69498,20.38541
132.684549553646,12.2215635016085,25.40009,23.81048,22.42514,21.75658,21.38437
132.702860903128,12.1650841424826,25.84248,24.41929,22.75413,21.04814,20.14912
132.693069614379,12.2009553513873,25.21721,23.19204,22.17409,22.32479,21.83884
132.668438932412,12.2949904127213,23.10403,23.19095,22.38274,21.94182,21.7501
132.694058357422,12.2135617398351,23.16147,23.1448,22.23618,21.58916,21.79258
132.686086578185,12.255871391944,25.2137,23.40327,21.98188,22.32582,21.57045
132.675507285483,12.2931881340913,22.76415,23.26303,21.99321,21.33921,21.52569
132.688021033998,12.2510754081972,24.42234,23.95542,22.60515,21.88568,22.6125
132.679804309798,12.2823731330896,25.9101,23.19074,21.89363,20.67335,19.92921
132.678392978412,12.2923010549981,23.6787,23.04531,22.17074,21.91356,22.29906
132.710478692965,12.1823200992765,23.7433,23.2288,22.50682,22.31138,21.98783
132.693924185577,12.2409611785723,22.87233,23.93503,22.37854,22.12435,22.80286
132.716128235633,12.1651771314784,24.1732,23.43883,22.22001,21.58475,22.28767
132.69889876631,12.2253574235846,25.45041,23.57378,21.91093,20.96544,20.25907
132.689179960683,12.2618116689577,24.26267,23.05728,21.82846,21.36973,21.23792
132.714340285355,12.1761414749332,22.77011,23.40842,21.67357,21.13687,20.58698
132.721176193056,12.1547964979003,25.18283,23.80134,22.54947,22.40721,22.26276
132.691833739404,12.2589188247258,25.226,23.75732,22.78375,22.73349,22.22404
132.693026095036,12.2734843275882,24.62158,22.99678,21.77663,21.44281,21.31277
132.692558079732,12.2752894147663,25.19908,24.28544,22.17045,21.19425,20.50595
132.721465715445,12.1837793841774,23.07289,23.39053,22.42107,21.83579,21.58164
132.728206741413,12.1633213559241,25.46986,25.97028,22.49757,21.42687,20.40941
132.719198066327,12.202470624453,24.20925,23.05313,22.25389,21.74989,21.08233
132.706388427423,12.2479374764496,25.33598,23.9341,22.2166,21.57481,21.19563
132.580266296044,12.1453707524742,25.05548,24.29799,24.03377,22.00168,21.73108
132.568098085808,12.2110226102619,23.67451,22.96379,22.55916,21.37964,20.69145
132.57757082584,12.1807213013881,23.25028,23.99986,22.61684,21.68814,21.60365
132.567313004415,12.2169996104763,23.58037,25.65739,23.42218,21.95232,21.47738
132.563606842652,12.2325450559849,24.41919,23.77084,22.80646,21.65307,21.08174
132.583026950046,12.1708518573536,24.24006,23.7481,22.7662,21.69688,21.81346
132.565740909303,12.2312271688043,24.54872,25.23497,23.0636,21.30816,20.33198
132.606211180473,12.1004563354297,24.76032,24.8417,23.16766,21.6615,21.64395
132.610346733911,12.0996549253122,24.686,24.20822,23.01846,21.15366,20.79982
132.5724573519,12.2324016925361,24.67398,24.13745,22.9957,22.28613,21.53934
132.593348103568,12.1624723919165,23.22432,23.73274,22.73752,21.92345,22.18484
132.559345657045,12.2918276693339,26.62821,25.14837,22.88273,21.79092,20.56202
132.614718731506,12.1045022005597,26.33742,23.99357,22.95167,21.6625,21.26664
132.58700879754,12.2018040442601,25.82216,23.68616,22.93913,21.46235,21.35104
132.59277750503,12.1848697641778,23.81287,22.83929,23.06396,21.59687,21.66467
132.596020461735,12.1854007964376,25.06301,24.01967,22.92136,21.36689,21.03574
132.578658641246,12.2598073960589,24.67171,24.27897,23.09956,20.9,19.87474
132.626183220018,12.0976231708373,24.59689,24.92063,23.26783,21.85635,21.72168
132.5761026458,12.2778179546394,24.16875,25.35069,22.90069,21.94558,21.26774
132.609033711704,12.1709391119827,24.21925,23.14207,22.47671,21.81613,21.41883
132.59008170308,12.2385383931503,24.35647,23.54022,23.03667,21.89014,20.67934
132.594915306799,12.222264080623,23.18477,23.63379,22.6168,21.91843,22.40573
132.594124443932,12.2202888613657,24.03572,24.36075,23.18146,21.30482,20.58517
132.591994316887,12.239551540083,25.74141,23.72126,23.2496,21.79921,22.79797
132.615256525707,12.1723795325846,25.12689,24.87142,22.97309,21.97258,21.22493
132.627137775141,12.147867492427,25.3864,24.41214,23.49835,21.97715,21.37742
132.637315823628,12.1350946701923,22.53567,24.31328,23.10017,22.07245,22.52231
132.631510410464,12.1663718302887,25.04972,24.33654,23.06774,21.2811,20.32451
132.626033279528,12.1961898659761,23.77343,23.97068,23.02699,21.76464,22.12456
132.622148582804,12.211451560825,23.03856,23.08142,23.01558,21.8056,21.65495
132.616601030721,12.2358928864397,23.43461,24.2062,23.16083,21.77454,21.50496
132.630491743073,12.1891877369393,24.8204,25.93025,23.80582,21.36856,20.01468
132.629515888401,12.1974821856802,24.3813,24.80888,22.94256,22.16132,21.25245
132.656416876855,12.1088006679895,23.97813,24.97211,23.64181,21.8215,20.89722
132.606503180094,12.2816415902855,24.6344,25.95766,24.72533,22.02267,21.93417
132.607766330501,12.2833601888601,26.12535,24.45058,22.66185,21.27018,20.62012
132.638440570979,12.1789957357428,25.31017,23.26844,22.14187,20.56714,20.1172
132.660776664494,12.1032902515046,24.79033,24.25215,22.7668,21.22091,20.62729
132.616860244436,12.2614232487681,25.01743,24.8856,23.02457,21.4985,20.48981
132.629670512417,12.224310491182,24.42984,24.39398,22.88517,21.16462,20.97984
132.621947610457,12.2645651988841,23.83372,24.31731,23.70452,21.64153,20.67749
132.626327207641,12.2523104492123,25.62946,23.55013,22.59422,21.46774,21.78532
132.641592931276,12.2088346861259,25.89957,24.69703,24.62984,22.18458,20.71065
132.632419119658,12.2437834472385,25.49804,25.05884,24.48514,22.19123,21.24138
132.630119017362,12.2563098093482,21.93827,20.83456,20.96131,19.67294,25.50227
132.638179354436,12.2458195616067,22.92104,23.50162,22.29535,21.4113,22.4527
132.630068170043,12.277203841999,25.53097,26.17904,24.65937,22.18642,21.14522
132.640551833941,12.250015635825,24.81254,24.36545,24.08829,22.13806,21.11309
132.658704226778,12.1889658094251,24.97776,23.57029,22.87975,21.53866,20.68164
132.642185792422,12.2578648753278,23.87876,23.22664,22.58904,21.66404,21.99851
132.644718535491,12.2524731670018,25.20167,25.53237,25.47336,22.37136,22.98048
132.637882875535,12.283859385689,23.40996,23.05319,22.56633,21.92444,21.44824
132.665136144946,12.1984062723885,24.5578,23.94961,23.27577,21.98209,22.3089
132.661556833881,12.2173308476476,25.01632,23.96173,22.95968,21.99771,22.13367
132.66866511159,12.1934201135732,25.18896,23.91504,23.28338,21.34799,20.30291
132.663386003645,12.2193336159899,24.53658,25.36845,23.17775,21.57613,20.91346
132.647937132111,12.2732577236395,25.59419,24.68014,23.84429,21.82616,23.34639
132.668366741421,12.2120388087573,22.70437,24.30987,22.64228,21.97675,22.36654
132.660100368099,12.2490197748858,25.43263,24.03808,23.12233,21.88917,20.74522
132.681708528929,12.1836887394439,25.47245,24.95585,24.25391,21.69024,20.2927
132.696112942892,12.139572657012,24.50663,23.67663,22.48664,21.0796,20.31669
