intentType,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,dataproduct_type,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_type,sequence_number,s_region,jpegURL,mtFlag,srcDen,obsid,objID,distance,MatchID,MatchRA,MatchDEC,dstArcSec,skyVersion,run,rerun,camcol,field,obj,mode,nChild,type,clean,probPSF,insideMask,flags,flags_u,flags_g,flags_r,flags_i,flags_z,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,petroR50_r,petroR90_r,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,fracDeV_u,fracDeV_g,fracDeV_r,fracDeV_i,fracDeV_z,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,resolveStatus,thingId,balkanId,nObserve,nDetect,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,cx,cy,cz,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,htmID,fieldID,specObjID,size
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211407150,,k2sff211407150-c05_lc,132.914764,11.750373,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.91249442 11.75259500 132.91249446 11.74815100 132.91703354 11.74815100 132.91703358 11.75259500,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/07150/hlsp_k2sff_k2_lightcurve_211407150-c05_kepler_v1_llc.png,False,5885,9200169215,9200169215,352.425853276821,1237671262272291027,132.914728592573,11.7503562283728,0.138634118720673,2,6004,301,5,115,211,1,0,6,0,1,0,35253361971220,268992532,270438420,4503599897808916,270438420,270172180,17.39393,15.70409,15.06177,14.87464,14.75673,0.01396433,0.009160165,0.008582634,0.009140248,0.0119886,17.43376,15.74191,15.12616,14.92592,14.84945,0.009540502,0.003026771,0.003575079,0.007909533,0.004964706,0.6675661,1.471893,17.40406,15.70172,15.07269,14.88194,14.79264,0.009170064,0.003590644,0.00352445,0.00424144,0.004972188,17.40384,15.70089,15.07269,14.88115,14.79257,0.01080896,0.003590048,0.003524451,0.004241049,0.004971951,0,1,0,0,1,1.088443,1.251781,1.231791,1.023926,1.020846,257,216225438,5121911,3,3,24577,24705,24577,24577,24577,-0.666640163966014,0.71702053651117,0.203647838212437,0.1253763,0.09769237,0.06758313,0.05022151,0.03735558,16298244339273,1237671262272290816,0,1.31297743151953
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211408129,,k2sff211408129-c05_lc,132.798187,11.764876,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.79591730 11.76709800 132.79591734 11.76265400 132.80045666 11.76265400 132.80045670 11.76709800,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/08129/hlsp_k2sff_k2_lightcurve_211408129-c05_kepler_v1_llc.png,False,5885,9200169274,9200169274,146.666046394029,1237670964308476269,132.79814806043,11.7648701659958,0.138835350083782,2,5935,301,2,108,365,1,0,3,0,0,0,35219002233692,9007199666340156,288230376556367900,4503874775716380,288230651316834844,275148345372,24.63492,15.60878,14.92254,14.69812,14.58938,33.09503,0.05134537,0.01654186,0.02559908,0.05054045,28.67411,15.52643,14.01155,13.08087,33.33052,126.7588,3.605036,0.5562066,0.3696523,69.42609,9.699298,70.28856,24.63466,15.5444,14.77369,14.52504,14.46095,2.645701,0.003091993,0.003128147,0.003195555,0.003883712,24.63466,15.54814,14.77369,13.48012,14.46192,34.86313,0.003096663,0.003128147,0.00539766,0.003882974,1,0,0,0,0,1.476505,1.51181,1.196246,1.145001,1.179004,257,216954502,5121895,3,3,24577,24577,24577,24577,24577,-0.665144782560295,0.718337598190892,0.203895839236994,0.1382643,0.1077346,0.0745303,0.055384,0.04119552,16298259046247,1237670964308475904,0,1.53257468397858
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211407823,,k2sff211407823-c05_lc,132.932983,11.760295,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.93071334 11.76251700 132.93071338 11.75807300 132.93525262 11.75807300 132.93525266 11.76251700,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/07823/hlsp_k2sff_k2_lightcurve_211407823-c05_kepler_v1_llc.png,False,5885,9200169254,9200169254,396.235748205611,1237671262272291303,132.932950982344,11.7603175172181,0.138941801278254,2,6004,301,5,115,487,1,0,6,1,1,0,158398663492096,158330102382592,286294528,4503600047882752,288230376571175424,427852288,18.26609,16.61158,15.96159,15.77524,15.68754,0.01848817,0.009290953,0.008591778,0.008835242,0.01231752,18.30571,16.66348,16.02906,15.82574,15.72769,0.0142604,0.002799513,0.002196632,0.002194777,0.004872529,0.6507027,1.424749,18.26028,16.61866,15.9736,15.78107,15.68027,0.01344436,0.003989053,0.003889784,0.004561351,0.005911207,18.25853,16.61865,15.9736,15.78091,15.67941,0.01375741,0.003988944,0.003889784,0.004561305,0.007031189,0,0,1,0,1,1.097751,1.299072,1.197562,0.999871,0.994758,257,216225463,5121911,3,3,24577,24705,24577,24577,24577,-0.666844045596964,0.716782548414182,0.203818049104453,0.1248215,0.09726004,0.06728404,0.04999925,0.03719026,16298257947129,1237671262272290816,0,1.28905329845497
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211415995,,k2sff211415995-c05_lc,132.732178,11.882124,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.72990733 11.88434600 132.72990737 11.87990200 132.73444863 11.87990200 132.73444867 11.88434600,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/15995/hlsp_k2sff_k2_lightcurve_211415995-c05_kepler_v1_llc.png,False,5885,9200168254,9200168254,429.573567144491,1237671125370339529,132.732144499507,11.8821036207377,0.138962749861584,2,5972,301,6,117,201,1,0,6,1,1,0,68988047360,268468224,268599296,4503599895838720,268468224,268603392,16.90826,15.35299,14.82053,14.6186,14.5668,0.0149566,0.007807712,0.01750757,0.007161077,0.01079728,16.93258,15.38706,14.84047,14.66725,14.59773,0.007242938,0.001407672,0.001233611,0.001351913,0.002745322,0.7687113,1.652008,16.89035,15.3494,14.79717,14.61142,14.55429,0.007532089,0.003186371,0.003046516,0.003095466,0.003932518,16.89104,15.34965,14.79718,14.61105,14.55553,0.007531906,0.003185668,0.003046517,0.003094143,0.003931371,1,0,1,0,0,1.521247,1.445467,1.424788,1.452125,1.421405,257,217707047,5063117,2,2,24577,24577,24577,24577,24577,-0.664032345222562,0.718795406789454,0.205898537334795,0.1507887,0.1174935,0.08128146,0.06040084,0.04492712,16298254529409,1237671125370339328,0,1.55710900127408
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211403895,,k2sff211403895-c05_lc,132.885742,11.70146,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.88347282 11.70368200 132.88347286 11.69923800 132.88801114 11.69923800 132.88801118 11.70368200,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/03895/hlsp_k2sff_k2_lightcurve_211403895-c05_kepler_v1_llc.png,False,5885,9200169067,9200169067,403.367017868389,1237671262272291171,132.885711260451,11.7014356268181,0.139432267720228,2,6004,301,5,115,355,1,0,6,0,1,0,167205560258632,158330010107976,335577160,878369053440643144,335577160,335577160,16.53579,14.91195,14.33089,14.15174,14.05518,0.01298028,0.009027958,0.000932351,0.008663795,0.01176431,16.53655,14.93659,14.3497,14.14969,14.06532,0.00586442,0.001139076,0.000734621,0.00101089,0.002080153,1.0966,2.323436,16.72825,15.1861,14.4949,14.33205,14.19804,0.00824436,0.004366881,0.004640619,0.005053599,0.005583306,16.53441,14.92657,15.43363,14.1352,14.04987,0.00669761,0.003583558,0.01174981,0.004120638,0.004560379,1,0.91211,0.8434708,1,1,1.075178,1.199705,1.201705,0.9946831,0.9754962,257,216225531,5121913,3,3,24577,24705,24577,24577,24577,-0.666395033796502,0.717485205488502,0.202811831105783,0.1221881,0.09520811,0.06586453,0.0489444,0.03640565,16298244924157,1237671262272290816,0,2.29133394311285
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211420808,,k2sff211420808-c05_lc,132.860657,11.952546,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.85838574 11.95476800 132.85838578 11.95032400 132.86292822 11.95032400 132.86292826 11.95476800,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/20808/hlsp_k2sff_k2_lightcurve_211420808-c05_kepler_v1_llc.png,False,5885,9200168505,9200168505,553.800251858881,1237671125370405033,132.860665287263,11.9525080874051,0.139571303443157,2,5972,301,6,118,169,1,0,6,1,1,0,79792439368,335577160,335577160,4503599962947656,335577160,275213484104,16.31813,14.81672,14.22125,14.01849,13.91163,0.0148633,0.01287054,0.008921679,0.007404327,0.0103387,16.32501,14.79096,14.16524,13.94209,13.82683,0.005376656,0.001311518,0.001317271,0.001433951,0.002073563,0.8552524,1.970607,16.30461,14.76531,14.13127,13.90338,13.81522,0.005936207,0.002894477,0.00277781,0.002718674,0.0033166,16.29879,14.76424,14.13126,13.90238,13.87956,0.00587901,0.002893374,0.00277781,0.002717001,0.003439358,0,0.8285054,1,1,1,1.506876,1.499088,1.472643,1.518055,1.440394,257,217984643,5063125,2,2,24577,24577,24577,24577,24577,-0.665470409444895,0.717118104077327,0.207100842484486,0.1464555,0.1141171,0.07894571,0.05866513,0.04363608,16298203485514,1237671125370404864,0,1.65801583929744
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211411673,,k2sff211411673-c05_lc,132.818665,11.816701,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.81639487 11.81892300 132.81639491 11.81447900 132.82093509 11.81447900 132.82093513 11.81892300,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/11673/hlsp_k2sff_k2_lightcurve_211411673-c05_kepler_v1_llc.png,False,5885,9200168002,9200168002,54.0567431693132,1237671125370339715,132.818625403639,11.8166980093353,0.139940781164695,2,5972,301,6,117,387,1,0,6,0,1,0,72092847399899156,2377901703032377364,2305843009484132372,2310346609111236628,2594073385635446804,2305843009483083796,22.60933,18.76338,17.39041,16.77929,16.524,1.034976,0.1478059,0.1388686,1.683621,0.1274959,23.32168,18.84405,17.46873,16.89616,16.62475,0.9115446,0.3522028,0.3308655,3.860472,0.3384135,0.7372856,1.52456,23.01325,18.78561,17.41042,16.81936,16.53058,0.3972858,0.00805753,0.005099192,0.004749053,0.00815168,23.012,18.79546,17.41042,16.82084,16.54041,0.6989719,0.008059364,0.005099191,0.004737746,0.008133348,1,1,0,1,1,1.503284,1.442144,1.44335,1.419698,1.308566,257,217706679,5063109,2,1,24577,24577,24577,24577,24577,-0.665275841271831,0.717964251310619,0.204781319607138,0.1462591,0.1139641,0.07883985,0.05858646,0.04357756,16298259938419,1237671125370339328,0,1.50720779864021
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211420051,,k2sff211420051-c05_lc,132.782257,11.941846,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.77998583 11.94406800 132.77998587 11.93962400 132.78452813 11.93962400 132.78452817 11.94406800,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/20051/hlsp_k2sff_k2_lightcurve_211420051-c05_kepler_v1_llc.png,False,5885,9200168464,9200168464,522.478131053498,1237671125370339851,132.782277521149,11.9418795418637,0.140729328884043,2,5972,301,6,117,523,1,0,6,1,1,0,68987912192,268468224,268468224,4503599895838720,268468224,275280592896,16.91759,15.80614,15.4641,15.32515,15.29419,0.01497287,0.007872701,0.01753556,0.007249019,0.01110588,16.95735,15.8317,15.48748,15.37758,15.34582,0.007344859,0.001731076,0.001656672,0.001878999,0.004273167,0.791298,1.719593,16.91616,15.79645,15.44789,15.32521,15.30396,0.007604867,0.003238289,0.003160156,0.003279668,0.004819293,16.91791,15.79662,15.44789,15.32575,15.30698,0.007603904,0.003238281,0.003160156,0.003278773,0.004816817,0,1,1,0,0,1.531831,1.49566,1.472134,1.505346,1.455331,257,217706598,5063108,2,2,24577,24577,24577,24577,24577,-0.66451476254258,0.718056063143932,0.206919357589414,0.1443504,0.1124769,0.07781098,0.0578219,0.04300887,16298253771279,1237671125370339328,0,1.59641267836241
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211409264,,k2sff211409264-c05_lc,132.662079,11.782134,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.65980916 11.78435600 132.65980920 11.77991200 132.66434880 11.77991200 132.66434884 11.78435600,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/09264/hlsp_k2sff_k2_lightcurve_211409264-c05_kepler_v1_llc.png,False,5885,9200169347,9200169347,568.932713495476,1237671125370274018,132.662043145481,11.7821167505716,0.140791300367827,2,5972,301,6,116,226,1,0,6,1,1,0,35253360136208,268468240,268599312,4503599895838736,268603408,268599312,17.69362,15.88517,15.08798,14.90748,14.71813,0.01645955,0.01231615,0.01244282,0.01126711,0.008846452,17.7571,15.90877,15.1794,14.91257,14.76492,0.01135118,0.001981107,0.001804803,0.002023005,0.003307895,0.7322612,1.623841,17.70308,15.87432,15.11846,14.85566,14.71349,0.01096352,0.003447413,0.003222365,0.003209725,0.004113329,17.69989,15.87192,15.11846,14.85036,14.71325,0.01096221,0.003446197,0.003222365,0.003203474,0.004113277,1,0,1,0,0,1.510905,1.350662,1.418696,1.342691,1.371096,257,217428304,5063094,2,2,24577,24577,24577,24577,24577,-0.663394889730979,0.719870442061532,0.204190516246363,0.1326814,0.1033845,0.0715209,0.0531477,0.03953212,16298252957310,1237671125370273792,0,1.45132909567452
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211414599,,k2sff211414599-c05_lc,132.764709,11.861184,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.76243850 11.86340600 132.76243854 11.85896200 132.76697946 11.85896200 132.76697950 11.86340600,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/14599/hlsp_k2sff_k2_lightcurve_211414599-c05_kepler_v1_llc.png,False,5885,9200168185,9200168185,294.704108235933,1237671125370339706,132.764689612051,11.8612182039101,0.140811072027378,2,5972,301,6,117,378,1,0,6,0,1,0,35253361971220,275147030548,270176276,4503599897546772,270438420,269127700,20.53761,17.83718,16.68694,16.24343,16.05999,0.05912195,0.2400428,0.1273162,0.06956302,0.1084447,20.71817,17.89847,16.70407,16.26161,16.11938,0.1326023,0.5822328,0.2982877,0.163995,0.2701521,0.775389,1.686673,20.5422,17.84638,16.67209,16.21249,16.04396,0.0591028,0.005687965,0.004040341,0.003951983,0.006564614,20.55095,17.85273,16.6721,16.20909,16.04846,0.0590007,0.005680987,0.004040341,0.003948173,0.006558354,0,0,1,1,0,1.503284,1.442144,1.44335,1.419698,1.308566,257,217707079,5063117,2,1,24577,24577,24577,24577,24577,-0.664491444477752,0.718473160656236,0.205541814802997,0.1495365,0.1165178,0.08060648,0.05989925,0.04455404,16298256353034,1237671125370339328,0,1.55987924132866
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211404828,,k2sff211404828-c05_lc,133.018677,11.715499,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 133.01640771 11.71772100 133.01640774 11.71327700 133.02094626 11.71327700 133.02094629 11.71772100,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/04828/hlsp_k2sff_k2_lightcurve_211404828-c05_kepler_v1_llc.png,False,5885,9200169108,9200169108,736.77098817402,1237671262272357056,133.018652428406,11.7154681557174,0.140825806062568,2,6004,301,5,116,704,1,0,6,1,1,0,68988043776,275280593408,276856832,4503599895838720,402685952,402817024,20.936,18.31237,17.0406,16.57356,16.30278,0.05826108,0.0219541,0.01226639,0.00880073,0.01507391,20.97689,18.40734,17.11842,16.62537,16.35876,0.09812403,0.006864279,0.003687638,0.003446059,0.007063628,0.6188384,1.372464,20.95141,18.32537,17.0551,16.57929,16.30832,0.06348021,0.00687612,0.0048861,0.005331841,0.007287614,20.90338,18.32526,17.0551,16.57921,16.30801,0.06334329,0.006875942,0.0048861,0.005331846,0.00728696,1,1,0,1,1,1.139278,1.344473,1.138911,0.9336699,0.9745283,257,216539118,5121925,3,3,24577,24705,24577,24577,24705,-0.668024083815251,0.715900727256583,0.203051648986876,0.1116328,0.08698356,0.06017482,0.04471634,0.03326074,16298239902706,1237671262272356352,0,1.2052136906027
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211412544,,k2sff211412544-c05_lc,132.721436,11.829583,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.71916577 11.83180500 132.71916580 11.82736100 132.72370620 11.82736100 132.72370623 11.83180500,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/12544/hlsp_k2sff_k2_lightcurve_211412544-c05_kepler_v1_llc.png,False,5885,9200168055,9200168055,370.275343590987,1237671125370339434,132.721398083736,11.8295703832118,0.141109378657568,2,5972,301,6,117,106,1,0,6,1,1,0,35255507484688,268468240,268468240,4503599895838736,268468240,268468240,17.41669,15.73752,15.1478,14.91479,14.84977,0.0158765,0.007879701,0.01753771,0.007257336,0.01093868,17.45064,15.75976,15.16196,14.97448,14.8786,0.009577481,0.002136456,0.00232718,0.002766608,0.003995466,0.7551078,1.625001,17.40316,15.72071,15.12097,14.918,14.8334,0.009497114,0.003328388,0.003157397,0.003272124,0.004254932,17.40644,15.72103,15.12097,14.91744,14.83405,0.00949423,0.003327704,0.003157397,0.003268942,0.004250821,1,1,1,1,1,1.510732,1.400945,1.388053,1.390694,1.37047,257,217707009,5063117,2,2,24577,24577,24577,24577,24577,-0.664025314344776,0.7190583302416,0.205001218580482,0.1464172,0.1140873,0.07892504,0.05864976,0.04362465,16298257442026,1237671125370339328,0,1.52692175301338
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211407470,,k2sff211407470-c05_lc,132.758545,11.755312,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.75627538 11.75753400 132.75627542 11.75309000 132.76081458 11.75309000 132.76081462 11.75753400,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/07470/hlsp_k2sff_k2_lightcurve_211407470-c05_kepler_v1_llc.png,False,5885,9200169237,9200169237,273.017975688144,1237670964308476257,132.75851132823,11.7552907055808,0.141282476054845,2,5935,301,2,108,353,1,0,6,0,1,0,35287721443420,268992540,270041116,4503599897411612,270041116,270041116,16.83005,15.29169,14.76227,14.58403,14.5432,0.01064435,0.01952253,0.008004607,0.01992351,0.01063984,16.8943,15.35542,14.80376,14.63394,14.60151,0.007189665,0.001492946,0.001224853,0.001309077,0.002915445,0.6759342,1.536063,16.83564,15.3031,14.75505,14.58058,14.55018,0.007133793,0.003110237,0.00351467,0.003681531,0.004237498,16.83542,15.30311,14.75505,14.5808,14.55102,0.007132361,0.00311087,0.003514669,0.003681375,0.004236922,0,1,1,1,1,1.476505,1.51181,1.196246,1.145001,1.179004,257,216954501,5121895,3,3,24577,24577,24577,24577,24577,-0.664670818341811,0.718822587316575,0.203732155558054,0.1320613,0.1029013,0.07118663,0.0528993,0.03934736,16298257317642,1237670964308475904,3.00290843682548E+18,1.29144801575958
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211423006,,k2sff211423006-c05_lc,132.910843,11.985728,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.90857146 11.98795000 132.90857150 11.98350600 132.91311450 11.98350600 132.91311454 11.98795000,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/23006/hlsp_k2sff_k2_lightcurve_211423006-c05_kepler_v1_llc.png,False,5885,9200168607,9200168607,723.251356392023,1237671125370405133,132.910823077338,11.9857622226148,0.141777055067663,2,5972,301,6,118,269,1,0,6,1,1,0,316728371712304,176328977,176591121,4503874807267344,303464464,275179929648,24.33845,23.52719,21.80573,19.16923,17.79795,0.6767821,0.3112603,0.1149234,0.0191159,0.02041021,24.42411,23.52077,21.77822,19.14128,17.90235,1.880017,0.7044184,0.2418834,0.03501574,0.03731445,0.854234,1.459543,24.34172,23.39848,21.63128,19.05306,17.70353,0.9696847,0.2736502,0.08976477,0.01650668,0.01739096,24.34526,23.37056,21.63127,19.11136,17.78551,2.373364,0.6801519,0.1683481,0.02381525,0.02019743,1,1,0,1,1,1.486857,1.507865,1.489176,1.541536,1.462692,257,217984845,5063131,2,2,24577,24577,24577,24577,24577,-0.666015981339517,0.716447107240088,0.20766861854327,0.1476015,0.1150101,0.07956346,0.05912418,0.04397753,16298204862935,1237671125370404864,0,1.88352996958684
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211406301,,k2sff211406301-c05_lc,132.72821,11.737269,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.72594053 11.73949100 132.72594057 11.73504700 132.73047943 11.73504700 132.73047947 11.73949100,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/06301/hlsp_k2sff_k2_lightcurve_211406301-c05_kepler_v1_llc.png,False,5885,9200169180,9200169180,398.019717548223,1237670964308476481,132.728171290135,11.7372581599369,0.141912736804878,2,5935,301,2,108,577,1,0,6,1,1,0,35253360132112,275280592912,268599312,4503599895969808,268468240,268468240,20.76434,18.02347,16.8022,16.35717,16.10863,0.06210179,0.02004472,0.008436124,0.02010055,0.01178414,20.77552,18.08514,16.87865,16.41581,16.1726,0.09687962,0.005843418,0.003690253,0.00452802,0.009016886,0.6565508,1.477914,20.76556,18.02916,16.82169,16.36367,16.11329,0.0659251,0.005996956,0.004610363,0.00454637,0.006764713,20.66951,18.02791,16.82169,16.36371,16.11334,0.06552733,0.005997225,0.004610364,0.004546324,0.009093094,0,0,0,0,1,1.472754,1.456681,1.199636,1.135828,1.165589,257,216954516,5121895,3,3,24577,24577,24577,24577,24577,-0.664333558396106,0.719221517794162,0.203424019060261,0.1256402,0.09789801,0.06772538,0.05032722,0.03743421,16298246267534,1237670964308475904,0,1.26287797991731
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211401954,,k2sff211401954-c05_lc,132.930618,11.670306,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.92834908 11.67252800 132.92834911 11.66808400 132.93288689 11.66808400 132.93288692 11.67252800,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/01954/hlsp_k2sff_k2_lightcurve_211401954-c05_kepler_v1_llc.png,False,5885,9200168983,9200168983,585.90723553826,1237671262272291215,132.930618417136,11.6702664294198,0.142461679670586,2,6004,301,5,115,399,1,0,6,1,1,0,35253360001040,268468240,268468240,4503599895838736,268468240,268468240,17.66775,16.60074,16.24863,16.12842,16.10197,0.01466509,0.009275121,0.008645318,0.00892425,0.01263793,17.70625,16.62852,16.29073,16.17521,16.14986,0.01018897,0.002687529,0.002448421,0.002882962,0.006348006,0.6487001,1.455332,17.67203,16.58629,16.23521,16.12387,16.09377,0.01040256,0.004039105,0.004077244,0.004871579,0.006806994,17.67361,16.58564,16.2352,16.12531,16.09577,0.01039665,0.004038889,0.004077244,0.004871104,0.00680728,0,1,0,1,1,1.094971,1.237792,1.153215,0.9591238,0.9699375,257,216225554,5121913,3,3,24577,24705,24577,24577,24577,-0.667032226865985,0.717043355280775,0.202279101663749,0.1140644,0.08887818,0.06148552,0.04569033,0.03398521,16298237793028,1237671262272290816,0,1.25603136276158
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211415229,,k2sff211415229-c05_lc,132.732056,11.870739,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.72978542 11.87296100 132.72978546 11.86851700 132.73432654 11.86851700 132.73432658 11.87296100,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/15229/hlsp_k2sff_k2_lightcurve_211415229-c05_kepler_v1_llc.png,False,5885,9200168216,9200168216,403.625097253507,1237671125370339497,132.732018161407,11.870725009111,0.142503635892123,2,5972,301,6,117,169,1,0,6,0,1,0,483856253063184,2305843009482293264,3181960262773542928,2898233486250250256,2893729886622875664,2305843009482293264,13.49992,12.18973,11.48654,11.29915,11.67278,0.01340581,0.001681163,0.00122932,0.0002989195,0.01056205,13.48583,12.19149,11.48805,11.30106,11.67067,0.001858329,0.001563201,0.001150737,0.0004294452,0.002953814,1.855328,3.956349,14.78307,12.35676,11.56914,11.35428,13.32742,0.005772105,0.0009668149,0.0006279184,0.0006876044,0.006565584,13.48362,14.32435,14.24175,13.98319,11.67141,0.003059847,0.008923566,0.009007909,0.008093922,0.003067542,0.8862293,0.732469,0.7541161,0.9028689,0.7124508,1.519381,1.433547,1.415998,1.433777,1.409835,257,217707035,5063117,2,2,24577,24577,24577,24577,24577,-0.664058494086936,0.718826892164919,0.205704194248722,0.1503407,0.1171444,0.08103999,0.06022139,0.04479365,16298254311601,1237671125370339328,0,3.03640183428399
science,K2,Kepler,hlsp_k2sff,kepler,OPTICAL,k2sff211407340,,k2sff211407340-c05_lc,132.945435,11.753427,,,timeseries,2,57139.0959716435,57213.9442542824,1800,418400000000,905000000000,,NaN,hlsp_k2sff,5,POLYGON ICRS 132.94316540 11.75564900 132.94316543 11.75120500 132.94770457 11.75120500 132.94770460 11.75564900,http://archive.stsci.edu/hlsps/k2sff/c05/211400000/07340/hlsp_k2sff_k2_lightcurve_211407340-c05_kepler_v1_llc.png,False,5885,9200169232,9200169232,445.997975772478,1237671262272291334,132.945400091525,11.7534069908908,0.142570987594382,2,6004,301,5,115,518,1,0,6,1,1,0,35253361704976,2305843284360036368,2305843009483210768,2310346609110548496,2594073385635414032,2305843009482162192,21.95149,19.40139,17.96653,17.11489,16.61826,0.1170963,0.01379692,0.009728909,0.009398247,0.01335228,22.35273,19.50337,18.09515,17.1775,16.67541,0.3210039,0.01448939,0.006674374,0.004716746,0.008903545,0.6155411,1.247872,22.00603,19.42955,17.99661,17.11907,16.61375,0.1308885,0.01176086,0.006554101,0.005803007,0.008206679,21.96171,19.42948,17.99661,17.11756,16.61332,0.1306973,0.01176074,0.006554101,0.005802366,0.008206381,1,1,1,1,1,1.100026,1.325757,1.184857,0.9851388,0.9886234,257,216225473,5121911,3,3,24577,24705,24577,24577,24577,-0.667016514322636,0.716655630461251,0.203699967965306,0.122317,0.09530855,0.06593401,0.04899604,0.03644405,16298231728104,1237671262272290816,0,1.25154738018223
